(.venv) (base) jatinkulkarni@Jatins-MacBook-Pro mod4-jatinkulkarni % python project/run_mnist_multiclass.py
Epoch 7 loss 0.8330006545137352 valid acc 13/16
Epoch 7 loss 0.7384771871499589 valid acc 14/16
Epoch 7 loss 0.6269832036727054 valid acc 14/16
Epoch 7 loss 0.3769596878422416 valid acc 16/16
Epoch 7 loss 0.35863187827559906 valid acc 16/16
Epoch 7 loss 0.8665099819993302 valid acc 13/16
Epoch 7 loss 0.19725272994201776 valid acc 13/16
Epoch 7 loss 0.3104996486416338 valid acc 15/16
Epoch 7 loss 0.5784828682836062 valid acc 15/16
Epoch 7 loss 0.2669197460186405 valid acc 16/16
Epoch 7 loss 0.3537216614163456 valid acc 15/16
Epoch 7 loss 0.7822054950020734 valid acc 15/16
Epoch 7 loss 0.5333291494348367 valid acc 14/16
Epoch 7 loss 0.6075813454795829 valid acc 15/16
Epoch 7 loss 0.1843159114238267 valid acc 15/16
Epoch 7 loss 0.33345308845447386 valid acc 16/16
Epoch 7 loss 0.9978069872894835 valid acc 16/16
Epoch 7 loss 0.1369627184293815 valid acc 15/16
Epoch 7 loss 0.6771529005305381 valid acc 15/16
Epoch 7 loss 0.3538732316598751 valid acc 16/16
Epoch 7 loss 0.914696196133071 valid acc 16/16
Epoch 7 loss 0.6255215111582657 valid acc 14/16
Epoch 7 loss 0.8077028772358834 valid acc 15/16
Epoch 7 loss 0.6081502817852231 valid acc 15/16
Epoch 7 loss 0.3643567897926014 valid acc 15/16
Epoch 7 loss 0.20288901535049234 valid acc 16/16
Epoch 7 loss 0.7945874823264394 valid acc 16/16
Epoch 7 loss 0.8055450371512936 valid acc 15/16
Epoch 7 loss 0.39080899535438823 valid acc 15/16
Epoch 7 loss 0.958983414078537 valid acc 16/16
Epoch 7 loss 0.37902151848946314 valid acc 16/16
Epoch 7 loss 1.6177460217863633 valid acc 16/16
Epoch 7 loss 1.1556959628630183 valid acc 16/16
Epoch 7 loss 0.4705216919074714 valid acc 13/16
Epoch 7 loss 1.4060386085836978 valid acc 16/16
Epoch 7 loss 0.21149581200603423 valid acc 16/16
Epoch 7 loss 0.3572573382775333 valid acc 16/16
Epoch 7 loss 1.164093048498431 valid acc 15/16
Epoch 7 loss 0.5219921243712125 valid acc 16/16
Epoch 7 loss 0.571268711834114 valid acc 16/16
Epoch 7 loss 0.3367641725307057 valid acc 16/16
Epoch 7 loss 0.232020323676961 valid acc 15/16
Epoch 7 loss 0.9499734763233423 valid acc 15/16
Epoch 7 loss 0.7109420432611017 valid acc 16/16
Epoch 7 loss 0.8442323259003668 valid acc 16/16
Epoch 7 loss 0.5039981481841352 valid acc 15/16
Epoch 7 loss 0.5618546815373407 valid acc 16/16
Epoch 7 loss 0.6731001012522619 valid acc 16/16
Epoch 8 loss 0.0021781893617181572 valid acc 15/16
Epoch 8 loss 0.9707545526604406 valid acc 14/16
Epoch 8 loss 0.7855961696185457 valid acc 15/16
Epoch 8 loss 0.5489484073720741 valid acc 15/16
Epoch 8 loss 0.40462451693825907 valid acc 16/16
Epoch 8 loss 0.28461816439288345 valid acc 16/16
Epoch 8 loss 1.2311221954544846 valid acc 15/16
Epoch 8 loss 0.48574575430908523 valid acc 15/16
Epoch 8 loss 0.6807042294659594 valid acc 14/16
Epoch 8 loss 0.4410281424846576 valid acc 16/16
Epoch 8 loss 0.47482495587679674 valid acc 14/16
Epoch 8 loss 0.63112950462601 valid acc 15/16
Epoch 8 loss 1.2114346426309714 valid acc 15/16
Epoch 8 loss 1.2321588812274176 valid acc 14/16
Epoch 8 loss 0.7288407701514235 valid acc 16/16
